id,crop,category,fact_name,value,unit,value_type,context,source_institution,source_title,source_url,source_locator,source_page_number,source_medium,source_value_text,extraction_method,verification_status,verified_on,current_label_or_local_validation_required,notes
verified_0065,T. Aman Rice,Variety,Recommended variety,BRRI dhan62,,fact,,Bangladesh Agricultural Research Institute (BARI),Fertilizer recommendation for potato-maize-T. Aman cropping pattern in AEZ-1,https://m.baritechnology.org/crops/tech_detail/344,"প্রযুক্তির বিবরণ > উৎপাদন প্রযুক্তি / সারের নাম / সার প্রয়োগ পদ্ধতি, আন্তঃপরিচর্যা ও ফলন",,Official institutional webpage with tabular production data,,Human-curated paraphrase of visible official source content,verified_against_visible_official_source,2026-07-24,False,
verified_0066,Potato,Planting geometry,Spacing,60 x 20,cm,fact,,Bangladesh Agricultural Research Institute (BARI),Fertilizer recommendation for potato-maize-T. Aman cropping pattern in AEZ-1,https://m.baritechnology.org/crops/tech_detail/344,"প্রযুক্তির বিবরণ > উৎপাদন প্রযুক্তি / সারের নাম / সার প্রয়োগ পদ্ধতি, আন্তঃপরিচর্যা ও ফলন",,Official institutional webpage with tabular production data,,Human-curated paraphrase of visible official source content,verified_against_visible_official_source,2026-07-24,False,
verified_0067,Maize,Planting geometry,Spacing,60 x 20,cm,fact,,Bangladesh Agricultural Research Institute (BARI),Fertilizer recommendation for potato-maize-T. Aman cropping pattern in AEZ-1,https://m.baritechnology.org/crops/tech_detail/344,"প্রযুক্তির বিবরণ > উৎপাদন প্রযুক্তি / সারের নাম / সার প্রয়োগ পদ্ধতি, আন্তঃপরিচর্যা ও ফলন",,Official institutional webpage with tabular production data,,Human-curated paraphrase of visible official source content,verified_against_visible_official_source,2026-07-24,False,
verified_0068,T. Aman Rice,Planting geometry,Spacing,20 x 15,cm,fact,,Bangladesh Agricultural Research Institute (BARI),Fertilizer recommendation for potato-maize-T. Aman cropping pattern in AEZ-1,https://m.baritechnology.org/crops/tech_detail/344,"প্রযুক্তির বিবরণ > উৎপাদন প্রযুক্তি / সারের নাম / সার প্রয়োগ পদ্ধতি, আন্তঃপরিচর্যা ও ফলন",,Official institutional webpage with tabular production data,,Human-curated paraphrase of visible official source content,verified_against_visible_official_source,2026-07-24,False,
verified_0069,Potato,Crop calendar,Planting time,First week of November,,fact,,Bangladesh Agricultural Research Institute (BARI),Fertilizer recommendation for potato-maize-T. Aman cropping pattern in AEZ-1,https://m.baritechnology.org/crops/tech_detail/344,"প্রযুক্তির বিবরণ > উৎপাদন প্রযুক্তি / সারের নাম / সার প্রয়োগ পদ্ধতি, আন্তঃপরিচর্যা ও ফলন",,Official institutional webpage with tabular production data,,Human-curated paraphrase of visible official source content,verified_against_visible_official_source,2026-07-24,False,
verified_0070,Maize,Crop calendar,Sowing time,First week of February,,fact,,Bangladesh Agricultural Research Institute (BARI),Fertilizer recommendation for potato-maize-T. Aman cropping pattern in AEZ-1,https://m.baritechnology.org/crops/tech_detail/344,"প্রযুক্তির বিবরণ > উৎপাদন প্রযুক্তি / সারের নাম / সার প্রয়োগ পদ্ধতি, আন্তঃপরিচর্যা ও ফলন",,Official institutional webpage with tabular production data,,Human-curated paraphrase of visible official source content,verified_against_visible_official_source,2026-07-24,False,
verified_0071,T. Aman Rice,Crop calendar,Transplanting time,Last week of July,,fact,,Bangladesh Agricultural Research Institute (BARI),Fertilizer recommendation for potato-maize-T. Aman cropping pattern in AEZ-1,https://m.baritechnology.org/crops/tech_detail/344,"প্রযুক্তির বিবরণ > উৎপাদন প্রযুক্তি / সারের নাম / সার প্রয়োগ পদ্ধতি, আন্তঃপরিচর্যা ও ফলন",,Official institutional webpage with tabular production data,,Human-curated paraphrase of visible official source content,verified_against_visible_official_source,2026-07-24,False,
verified_0072,Potato,Fertilizer,Urea,325,kg/ha,fact,AEZ-1 cropping-pattern recommendation,Bangladesh Agricultural Research Institute (BARI),Fertilizer recommendation for potato-maize-T. Aman cropping pattern in AEZ-1,https://m.baritechnology.org/crops/tech_detail/344,"প্রযুক্তির বিবরণ > উৎপাদন প্রযুক্তি / সারের নাম / সার প্রয়োগ পদ্ধতি, আন্তঃপরিচর্যা ও ফলন",,Official institutional webpage with tabular production data,,Human-curated paraphrase of visible official source content,verified_against_visible_official_source,2026-07-24,False,
verified_0073,Potato,Fertilizer,TSP,95,kg/ha,fact,AEZ-1 cropping-pattern recommendation,Bangladesh Agricultural Research Institute (BARI),Fertilizer recommendation for potato-maize-T. Aman cropping pattern in AEZ-1,https://m.baritechnology.org/crops/tech_detail/344,"প্রযুক্তির বিবরণ > উৎপাদন প্রযুক্তি / সারের নাম / সার প্রয়োগ পদ্ধতি, আন্তঃপরিচর্যা ও ফলন",,Official institutional webpage with tabular production data,,Human-curated paraphrase of visible official source content,verified_against_visible_official_source,2026-07-24,False,
verified_0074,Potato,Fertilizer,MoP,262,kg/ha,fact,AEZ-1 cropping-pattern recommendation,Bangladesh Agricultural Research Institute (BARI),Fertilizer recommendation for potato-maize-T. Aman cropping pattern in AEZ-1,https://m.baritechnology.org/crops/tech_detail/344,"প্রযুক্তির বিবরণ > উৎপাদন প্রযুক্তি / সারের নাম / সার প্রয়োগ পদ্ধতি, আন্তঃপরিচর্যা ও ফলন",,Official institutional webpage with tabular production data,,Human-curated paraphrase of visible official source content,verified_against_visible_official_source,2026-07-24,False,
verified_0075,Maize,Fertilizer,Urea,475,kg/ha,fact,AEZ-1 cropping-pattern recommendation,Bangladesh Agricultural Research Institute (BARI),Fertilizer recommendation for potato-maize-T. Aman cropping pattern in AEZ-1,https://m.baritechnology.org/crops/tech_detail/344,"প্রযুক্তির বিবরণ > উৎপাদন প্রযুক্তি / সারের নাম / সার প্রয়োগ পদ্ধতি, আন্তঃপরিচর্যা ও ফলন",,Official institutional webpage with tabular production data,,Human-curated paraphrase of visible official source content,verified_against_visible_official_source,2026-07-24,False,
verified_0076,Maize,Fertilizer,TSP,170,kg/ha,fact,AEZ-1 cropping-pattern recommendation,Bangladesh Agricultural Research Institute (BARI),Fertilizer recommendation for potato-maize-T. Aman cropping pattern in AEZ-1,https://m.baritechnology.org/crops/tech_detail/344,"প্রযুক্তির বিবরণ > উৎপাদন প্রযুক্তি / সারের নাম / সার প্রয়োগ পদ্ধতি, আন্তঃপরিচর্যা ও ফলন",,Official institutional webpage with tabular production data,,Human-curated paraphrase of visible official source content,verified_against_visible_official_source,2026-07-24,False,
verified_0077,Maize,Fertilizer,MoP,216,kg/ha,fact,AEZ-1 cropping-pattern recommendation,Bangladesh Agricultural Research Institute (BARI),Fertilizer recommendation for potato-maize-T. Aman cropping pattern in AEZ-1,https://m.baritechnology.org/crops/tech_detail/344,"প্রযুক্তির বিবরণ > উৎপাদন প্রযুক্তি / সারের নাম / সার প্রয়োগ পদ্ধতি, আন্তঃপরিচর্যা ও ফলন",,Official institutional webpage with tabular production data,,Human-curated paraphrase of visible official source content,verified_against_visible_official_source,2026-07-24,False,
